,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
C14orf93,0.9172,0.08279999999999998,2.404897379722344,9.325789e-06,3.689339e-06,1e-07,0.5,1.3596985,1.3337183,0.7108029,-1.3826141,4.0005255,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
XPR1,0.921,0.07899999999999996,2.456012068063779,1.0004008e-05,2.5835328e-05,1e-07,0.5,-1.3595964,-1.4230223,0.630788,-3.1073322,1.7822218,0.0,0.049256906,0.0,0.13333333333333333,0.0,0.41273564,True,Left vs Right,Left,Right
GNPNAT1,0.935,0.06499999999999995,2.666159116242096,1.5856613e-05,4.126812e-05,1e-07,0.5,-1.3594409,-1.4261913,0.53871256,-2.7513657,0.95041275,0.0,0.06853446,0.0,0.13333333333333333,0.0,0.54768795,True,Left vs Right,Left,Right
PRDM10,0.9274,0.0726,2.5474199231684067,3.605514e-06,9.497963e-06,1e-07,0.5,-1.3592399,-1.4488392,0.7373906,-3.2622623,1.7882805,0.0,0.033932045,0.0,0.13333333333333333,0.0,0.25929457,True,Left vs Right,Left,Right
SPECC1L,0.951,0.049000000000000044,2.9656935708683982,4.8375896e-06,1.2313598e-05,1e-07,0.5,-1.3584663,-1.3531799,0.51765215,-2.992898,0.450943,0.0,0.052897394,0.0,0.2,0.0,0.40383717,True,Left vs Right,Left,Right
ALDH5A1,0.9316,0.06840000000000002,2.611530577917082,2.6642424e-06,6.787572e-06,1e-07,0.5,-1.357952,-1.3589172,0.58816075,-3.3240242,1.1531124,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
PSME3,0.9642,0.035800000000000054,3.293350579606588,1.6396785e-05,4.1817122e-05,1e-07,0.5,-1.3576896,-1.398159,0.42973098,-2.6716032,0.2586851,0.0,0.088063106,0.0,0.26666666666666666,0.0,0.62866217,True,Left vs Right,Left,Right
COMT,0.9446,0.055400000000000005,2.8361817937898715,0.00020629738,8.304342e-05,1e-07,0.5,1.3576175,1.4098077,0.49037647,-1.0445976,2.7559052,0.41507593,0.10366631,0.375,0.3333333333333333,4.3411965,0.75799716,True,Left vs Right,Left,Right
FAM198B,0.9306000000000001,0.0693999999999999,2.5959425385513377,8.2601815e-05,0.0002214304,1e-07,0.5,-1.3573238,-1.4694715,0.7457851,-3.1622858,2.0928764,0.0,0.47955942,0.0,0.8666666666666666,0.0,3.5421872,True,Left vs Right,Left,Right
KAZALD1,0.9144,0.08560000000000001,2.368582723446614,3.866764e-05,1.5290965e-05,1e-07,0.5,1.3570038,1.3478999,0.634324,-0.68096066,3.44845,0.14229724,0.02729356,0.125,0.13333333333333333,1.3492198,0.19741304,True,Left vs Right,Left,Right
ERLIN1,0.9396,0.06040000000000001,2.744464992923915,7.184323e-06,1.851814e-05,1e-07,0.5,-1.3568519,-1.385634,0.53498787,-3.0962934,0.94978523,0.0,0.05278066,0.0,0.2,0.0,0.39535242,True,Left vs Right,Left,Right
TSPAN17,0.9401999999999999,0.059800000000000075,2.7550868010454113,7.5520898e-06,1.9620782e-05,1e-07,0.5,-1.3537228,-1.4000764,0.48557398,-2.8266792,0.6622791,0.0,0.01654916,0.0,0.06666666666666667,0.0,0.11771,True,Left vs Right,Left,Right
LRRC8E,0.9463999999999999,0.05360000000000009,2.871116068586629,8.212561e-07,2.1973797e-06,1e-07,0.5,-1.3534515,-1.4603357,0.75144756,-3.1255894,2.4439373,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
PAQR8,0.9182,0.08179999999999998,2.4181378768479127,5.980089e-06,1.51261065e-05,1e-07,0.5,-1.3520304,-1.3567944,0.59389377,-3.2992973,0.58379745,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
HEATR3,0.9478,0.052200000000000024,2.8990608336247803,7.1775294e-06,1.9091292e-05,1e-07,0.5,-1.351325,-1.4470158,0.6989352,-3.0184402,1.6531544,0.0,0.055443536,0.0,0.2,0.0,0.39621374,True,Left vs Right,Left,Right
STK36,0.9276,0.07240000000000002,2.550394178648677,4.2912293e-06,1.1422507e-05,1e-07,0.5,-1.350211,-1.3080826,0.6119627,-3.6443787,0.75873756,0.0,0.082993716,0.0,0.26666666666666666,0.0,0.62996244,True,Left vs Right,Left,Right
KIF3B,0.9628,0.03720000000000001,3.2535366861990203,1.1430092e-05,2.9308203e-05,1e-07,0.5,-1.3495855,-1.3818002,0.43084547,-2.5157785,0.28637695,0.0,0.04104578,0.0,0.2,0.0,0.28695774,True,Left vs Right,Left,Right
ABCA1,0.9188000000000001,0.08119999999999994,2.4261531113783716,5.844745e-05,0.00014627102,1e-07,0.5,-1.3494762,-1.3913369,0.5695802,-2.9319487,0.8737011,0.0,0.17004168,0.0,0.4666666666666666,0.0,1.2698009,True,Left vs Right,Left,Right
EID2,0.9258000000000001,0.07419999999999993,2.523893954454425,2.6356936e-05,1.01420965e-05,1e-07,0.5,1.3481115,1.3384881,0.59794575,-0.83108425,3.3467627,0.17817101,0.023137175,0.125,0.13333333333333333,2.1256347,0.16534105,True,Left vs Right,Left,Right
CLDN12,0.9562,0.04379999999999995,3.0833330609571905,1.1818921e-05,2.969667e-05,1e-07,0.5,-1.3477824,-1.3422623,0.49126855,-3.1508017,0.2721386,0.0,0.042257503,0.0,0.2,0.0,0.31169957,True,Left vs Right,Left,Right
VIPAS39,0.9324,0.0676,2.6241537869087113,6.802436e-06,1.740607e-05,1e-07,0.5,-1.3465704,-1.3663106,0.5608217,-3.1711636,0.9117336,0.0,0.014995832,0.0,0.06666666666666667,0.0,0.10899615,True,Left vs Right,Left,Right
TMEM11,0.942,0.05800000000000005,2.7875621022318757,3.963869e-05,1.5988495e-05,1e-07,0.5,1.3464354,1.4004741,0.51294184,-0.7542372,2.626297,0.0,0.01654916,0.0,0.06666666666666667,0.0,0.11771,True,Left vs Right,Left,Right
EVA1A,0.9194,0.0806,2.4342225206667325,7.662957e-06,2.0940039e-05,1e-07,0.5,-1.3463492,-1.4897714,0.97191685,-3.837779,2.898653,0.0,0.026367676,0.0,0.13333333333333333,0.0,0.18572786,True,Left vs Right,Left,Right
CPT1A,0.958,0.04200000000000004,3.127177932030695,2.4017352e-05,6.0283124e-05,1e-07,0.5,-1.3453561,-1.3255181,0.4981559,-3.0427618,0.25773048,0.0,0.1383739,0.0,0.39999999999999997,0.0,1.026684,True,Left vs Right,Left,Right
HAUS4,0.9612,0.038799999999999946,3.209762009904824,2.984282e-05,1.15865405e-05,1e-07,0.5,1.3443466,1.3392034,0.48425412,-0.3743887,3.0282793,0.0,0.011765333,0.0,0.06666666666666667,0.0,0.088609345,True,Left vs Right,Left,Right
XXYLT1,0.9299999999999999,0.07000000000000006,2.586689211993497,1.0531479e-05,2.7210019e-05,1e-07,0.5,-1.343897,-1.3824377,0.5522919,-2.9254484,0.9651985,0.0,0.058699362,0.0,0.2,0.0,0.43610477,True,Left vs Right,Left,Right
NDUFA4,0.9514,0.04859999999999998,2.974310857841264,0.0003850143,0.001014233,1e-07,0.5,-1.3416474,-1.30865,0.5373153,-3.223466,0.24304771,0.17817101,1.025295,0.125,0.8666666666666666,2.1256347,7.771164,True,Left vs Right,Left,Right
HOXD10,0.919,0.08099999999999996,2.428836855107859,5.643868e-06,1.5431804e-05,1e-07,0.5,-1.3397864,-1.4756608,0.8286156,-3.5118122,2.3696404,0.0,0.06483794,0.0,0.26666666666666666,0.0,0.47122276,True,Left vs Right,Left,Right
RHCE,0.9284,0.0716,2.562367471540107,2.0896548e-06,8.543109e-07,1e-07,0.5,1.3392651,1.2928934,0.5849455,-0.4718132,3.4407482,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
RFX7,0.9316,0.06840000000000002,2.611530577917082,1.164441e-05,2.9560384e-05,1e-07,0.5,-1.3386382,-1.3653445,0.5310308,-3.1058846,0.57826996,0.0,0.05638007,0.0,0.13333333333333333,0.0,0.44822457,True,Left vs Right,Left,Right
SDE2,0.9224,0.0776,2.4754114237409888,8.385661e-06,2.142117e-05,1e-07,0.5,-1.3328326,-1.3944101,0.7017646,-3.206892,1.7913551,0.0,0.035485376,0.0,0.13333333333333333,0.0,0.2680084,True,Left vs Right,Left,Right
SSH1,0.9199999999999999,0.08000000000000007,2.4423469212387765,2.770589e-05,6.9755086e-05,1e-07,0.5,-1.3320732,-1.3409104,0.5713821,-2.9628344,0.5438299,0.0,0.021762475,0.0,0.06666666666666667,0.0,0.16390175,True,Left vs Right,Left,Right
HYOU1,0.9208,0.07920000000000005,2.4532664431847957,1.8760345e-05,4.6853642e-05,1e-07,0.5,-1.3316724,-1.3539681,0.57911485,-3.074234,0.857296,0.0,0.07107924,0.0,0.3333333333333333,0.0,0.5133303,True,Left vs Right,Left,Right
MID2,0.9212,0.07879999999999998,2.4587640550345577,8.000916e-07,2.0819753e-06,1e-07,0.5,-1.3315039,-1.4059162,0.64323485,-3.403885,1.7498417,0.0,0.02379216,0.0,0.06666666666666667,0.0,0.18426503,True,Left vs Right,Left,Right
SLCO2B1,0.9152,0.08479999999999999,2.378846970829728,2.4259574e-05,6.134513e-05,1e-07,0.5,-1.3312877,-1.4309282,0.79806083,-3.3594341,2.4097538,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
MACROD2,0.9124,0.08760000000000001,2.3432973892727476,6.369823e-06,2.8101367e-06,1e-07,0.5,1.3259039,1.4366999,0.8900279,-2.3922997,3.551241,0.0,0.011371843,0.0,0.06666666666666667,0.0,0.076731704,True,Left vs Right,Left,Right
ERV3-1,0.9486,0.0514,2.9153488569717028,2.2816781e-05,9.193028e-06,1e-07,0.5,1.3249688,1.3148665,0.5096158,-0.61979866,3.033865,0.0,0.01654916,0.0,0.06666666666666667,0.0,0.11771,True,Left vs Right,Left,Right
FHL3,0.9262,0.07379999999999998,2.529731337735684,5.1489544e-05,2.0241121e-05,1e-07,0.5,1.3237661,1.2962046,0.58307856,-0.39519978,3.3448591,0.15496415,0.024063058,0.125,0.13333333333333333,1.7460774,0.17702624,True,Left vs Right,Left,Right
AVL9,0.9772,0.022800000000000042,3.757930375060113,1.782991e-05,4.5062112e-05,1e-07,0.5,-1.323566,-1.312089,0.42623025,-2.764412,0.10343075,0.0,0.069909096,0.0,0.2,0.0,0.518708,True,Left vs Right,Left,Right
FAM200B,0.9848,0.015199999999999991,4.171142499277839,8.6821696e-05,3.471814e-05,1e-07,0.5,1.3234218,1.3334012,0.360739,-0.09602833,2.4232903,0.11989799,0.06017027,0.125,0.26666666666666666,1.1897366,0.46349674,True,Left vs Right,Left,Right
WDR92,0.9392,0.060799999999999965,2.7374385062754003,6.5551662e-06,1.6106816e-05,1e-07,0.5,-1.3202406,-1.2993865,0.545791,-3.2529001,0.40663338,0.0,0.014995832,0.0,0.06666666666666667,0.0,0.10899615,True,Left vs Right,Left,Right
EMP2,0.9288000000000001,0.07119999999999993,2.568400482282905,0.00028163762,0.000118442855,1e-07,0.5,1.3191705,1.3829207,0.7020531,-1.6384954,3.539876,0.35690755,0.19699205,0.25,0.3333333333333333,4.505966,2.4593563,True,Left vs Right,Left,Right
GM2A,0.967,0.03300000000000003,3.377690641297818,1.8659302e-05,4.8273152e-05,1e-07,0.5,-1.3151118,-1.4242706,0.8142924,-3.4852066,2.741209,0.0,0.12347785,0.0,0.39999999999999997,0.0,0.94337845,True,Left vs Right,Left,Right
TBC1D22B,0.9188,0.08120000000000005,2.42615311137837,4.7584645e-06,1.161031e-05,1e-07,0.5,-1.3139496,-1.3670578,0.55890757,-3.1850843,0.7144451,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
TMEM8B,0.9212,0.07879999999999998,2.4587640550345577,9.472941e-06,3.8479157e-06,1e-07,0.5,1.3121983,1.3124285,0.56603116,-0.7200928,3.0922775,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
TRAPPC9,0.9134,0.08660000000000001,2.3558739806571807,1.607216e-05,6.665184e-06,1e-07,0.5,1.3120284,1.3616095,0.5594619,-0.98352337,3.0867233,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
FUBP3,0.9934,0.00660000000000005,5.014062248556934,2.4603729e-05,6.108387e-05,1e-07,0.5,-1.3112139,-1.3062129,0.3286427,-2.2966137,-0.04905796,0.0,0.0819595,0.0,0.3333333333333333,0.0,0.5877963,True,Left vs Right,Left,Right
AZIN1,0.93,0.06999999999999995,2.586689211993499,4.294654e-05,0.00010852945,1e-07,0.5,-1.3079823,-1.3280749,0.50950956,-2.8933792,0.1892147,0.0,0.14305542,0.0,0.4666666666666666,0.0,1.0889748,True,Left vs Right,Left,Right
TADA1,0.9168000000000001,0.08319999999999994,2.399641888848517,1.6656717e-06,4.1693543e-06,1e-07,0.5,-1.3077765,-1.3562632,0.5751942,-2.9380627,1.137125,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
GRIP1,0.9156,0.08440000000000003,2.3840120789148944,1.489205e-06,3.7632885e-06,1e-07,0.5,-1.3029726,-1.306119,0.5755201,-3.723219,0.8514881,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
CITED4,0.9384,0.06159999999999999,2.723514275118579,1.9333149e-05,7.94121e-06,1e-07,0.5,1.300944,1.2900715,0.52623284,-0.34680367,3.248992,0.14021379,0.0,0.125,0.0,1.4053824,0.0,True,Left vs Right,Left,Right
RWDD2B,0.9428,0.05720000000000003,2.8023001084577674,6.790454e-06,1.7381146e-05,1e-07,0.5,-1.3006465,-1.3541803,0.63442224,-2.9432125,1.3249702,0.0,0.050481208,0.0,0.2,0.0,0.37700456,True,Left vs Right,Left,Right
C1orf123,0.9324,0.0676,2.6241537869087113,0.00013308665,5.607348e-05,1e-07,0.5,1.299157,1.3646989,0.51826805,-0.96170235,2.6695957,0.17995368,0.15588388,0.125,0.5333333333333333,1.7856636,1.1982212,True,Left vs Right,Left,Right
MTRR,0.9272,0.07279999999999998,2.544453210245434,8.018412e-06,2.0228073e-05,1e-07,0.5,-1.2990396,-1.3168364,0.5403422,-3.1443825,0.72317696,0.0,0.02379216,0.0,0.06666666666666667,0.0,0.18426503,True,Left vs Right,Left,Right
CSE1L,0.9624,0.03759999999999997,3.2424258586979,1.4736868e-05,3.586388e-05,1e-07,0.5,-1.2989336,-1.2925153,0.45480156,-2.9085217,0.24342918,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
C6orf62,0.9248,0.07520000000000004,2.5094261447967527,8.388198e-05,0.00020585298,1e-07,0.5,-1.2988034,-1.3103533,0.5410314,-2.983902,0.51264954,0.15496415,0.36892825,0.125,0.7333333333333333,1.7460774,2.7092748,True,Left vs Right,Left,Right
IFT172,0.9221999999999999,0.07780000000000009,2.4726205708971967,4.799347e-06,1.1909392e-05,1e-07,0.5,-1.2964001,-1.3245039,0.53908813,-3.1232452,0.8204403,0.0,0.050598625,0.0,0.2,0.0,0.35715026,True,Left vs Right,Left,Right
GSE1,0.934,0.06599999999999995,2.6498215553939164,1.958776e-05,4.837198e-05,1e-07,0.5,-1.296045,-1.2895489,0.5374433,-3.0432158,0.40414143,0.0,0.11371338,0.0,0.3333333333333333,0.0,0.84889567,True,Left vs Right,Left,Right
LASP1,0.9424,0.057599999999999985,2.794907082195586,6.328932e-05,0.00015686647,1e-07,0.5,-1.2956818,-1.3126998,0.47594053,-3.097517,0.74601746,0.14021379,0.2321038,0.125,0.5333333333333333,1.4053824,1.7844553,True,Left vs Right,Left,Right
ZNF682,0.9219999999999999,0.07800000000000007,2.469836279507868,3.463864e-06,8.57106e-06,1e-07,0.5,-1.2952073,-1.2803545,0.5570224,-3.2944145,0.65813065,0.0,0.011949447,0.0,0.06666666666666667,0.0,0.084669486,True,Left vs Right,Left,Right
ACER3,0.9632,0.036800000000000055,3.264762968022636,1.4444244e-05,3.5709414e-05,1e-07,0.5,-1.2943435,-1.2740555,0.46247178,-3.0152864,0.6302328,0.15496415,0.018936215,0.125,0.06666666666666667,1.7460774,0.1502984,True,Left vs Right,Left,Right
PPM1D,0.9462,0.05379999999999996,2.867180320724311,1.1487012e-05,2.79851e-05,1e-07,0.5,-1.2938545,-1.3021488,0.47908708,-2.8328228,0.09917641,0.0,0.096880734,0.0,0.3333333333333333,0.0,0.7802368,True,Left vs Right,Left,Right
CTNND1,0.9862,0.013800000000000034,4.269189867129377,5.108119e-05,0.00012422795,1e-07,0.5,-1.2927123,-1.2749138,0.35803047,-2.5484962,0.022740364,0.0,0.20222351,0.0,0.6,0.0,1.5387115,True,Left vs Right,Left,Right
SENP2,0.956,0.04400000000000004,3.078568062320689,1.2277355e-05,3.0102992e-05,1e-07,0.5,-1.2913448,-1.3296633,0.42197675,-2.568122,0.5099306,0.0,0.02371478,0.0,0.13333333333333333,0.0,0.17327884,True,Left vs Right,Left,Right
SEC61G,0.9458,0.054200000000000026,2.859350047835406,0.000258355,0.0006510623,1e-07,0.5,-1.290996,-1.2413287,0.5521638,-3.555194,0.2959137,0.17775752,0.8895212,0.125,0.9999999999999999,1.9303508,7.8014617,True,Left vs Right,Left,Right
CCNK,0.934,0.06599999999999995,2.6498215553939164,1.6109987e-05,3.9134444e-05,1e-07,0.5,-1.290753,-1.2723594,0.5554861,-3.2631893,0.88123035,0.0,0.10392787,0.0,0.26666666666666666,0.0,0.7946696,True,Left vs Right,Left,Right
FAM168B,0.9566,0.043399999999999994,3.0929256701788073,2.1894582e-05,5.3505475e-05,1e-07,0.5,-1.2905147,-1.2936139,0.46261245,-2.8587666,0.40767956,0.0,0.15804183,0.0,0.39999999999999997,0.0,1.1815419,True,Left vs Right,Left,Right
STRN,0.9149999999999999,0.08500000000000008,2.376272702067114,9.312228e-06,2.2883081e-05,1e-07,0.5,-1.2903161,-1.3080821,0.5433143,-2.8233624,0.5116768,0.0,0.055810682,0.0,0.2,0.0,0.40366957,True,Left vs Right,Left,Right
WRNIP1,0.9194,0.0806,2.4342225206667325,1.24748285e-05,2.9720411e-05,1e-07,0.5,-1.287189,-1.3211422,0.5346764,-2.8310204,0.7351074,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
FAM122B,0.9204000000000001,0.0795999999999999,2.4477941505475833,1.0800958e-05,2.648243e-05,1e-07,0.5,-1.2859507,-1.3111296,0.6019926,-3.3199787,1.3057117,0.0,0.06606807,0.0,0.26666666666666666,0.0,0.505923,True,Left vs Right,Left,Right
SMARCC1,0.9418,0.05820000000000003,2.7839074218687356,2.765784e-05,6.694007e-05,1e-07,0.5,-1.2850897,-1.2668934,0.53792137,-3.0814075,0.8223038,0.0,0.053955644,0.0,0.2,0.0,0.44282165,True,Left vs Right,Left,Right
SIRPA,0.9634,0.036599999999999966,3.270420190944699,2.0285057e-05,5.1947867e-05,1e-07,0.5,-1.2804455,-1.3577595,0.749385,-3.570262,2.7529688,0.14021379,0.114501536,0.125,0.39999999999999997,1.4053824,0.9073609,True,Left vs Right,Left,Right
SLC5A6,0.9348000000000001,0.06519999999999992,2.662872991055351,7.260964e-06,1.7298718e-05,1e-07,0.5,-1.2804143,-1.3111639,0.49768913,-2.833725,0.9445667,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
TFCP2,0.9268,0.07320000000000004,2.5385422457687565,7.5166904e-06,1.8098584e-05,1e-07,0.5,-1.2795506,-1.2577667,0.54403156,-3.3805647,0.63726807,0.0,0.039243005,0.0,0.2,0.0,0.28208253,True,Left vs Right,Left,Right
IPO13,0.9199999999999999,0.08000000000000007,2.4423469212387765,5.180107e-06,1.2559419e-05,1e-07,0.5,-1.2787939,-1.2720089,0.5533446,-3.2108145,0.5127144,0.0,0.02379216,0.0,0.06666666666666667,0.0,0.18426503,True,Left vs Right,Left,Right
FBXL17,0.9159999999999999,0.08400000000000007,2.3891994577002347,1.3090965e-05,3.2041087e-05,1e-07,0.5,-1.2786498,-1.2585907,0.59368336,-3.4771261,1.3163376,0.0,0.034320936,0.0,0.2,0.0,0.24043238,True,Left vs Right,Left,Right
EVI5,0.93,0.06999999999999995,2.586689211993499,2.5599069e-05,6.276832e-05,1e-07,0.5,-1.2785946,-1.3581929,0.6430306,-2.904418,1.8417206,0.0,0.07361688,0.0,0.2,0.0,0.5280688,True,Left vs Right,Left,Right
ERMP1,0.914,0.08599999999999997,2.3634831698624987,4.958412e-06,1.2054937e-05,1e-07,0.5,-1.2774645,-1.26759,0.57602173,-3.5094671,0.83076286,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
WSB2,0.934,0.06599999999999995,2.6498215553939164,2.213992e-05,5.441894e-05,1e-07,0.5,-1.2773912,-1.2804575,0.5053079,-2.9133377,0.34895992,0.0,0.10314893,0.0,0.3333333333333333,0.0,0.7882299,True,Left vs Right,Left,Right
NDUFB3,0.9656,0.034399999999999986,3.3346928250625925,9.033175e-05,0.00022275205,1e-07,0.5,-1.2759395,-1.2484317,0.45641267,-3.2386007,0.043556213,0.35824347,0.37629485,0.25,0.7999999999999999,4.0848093,2.87208,True,Left vs Right,Left,Right
SSFA2,0.9226,0.07740000000000002,2.4782088721680138,4.0051327e-05,9.858272e-05,1e-07,0.5,-1.2743996,-1.3087468,0.5197541,-2.658349,0.9799528,0.0,0.10259875,0.0,0.4666666666666666,0.0,0.7478595,True,Left vs Right,Left,Right
ZFAND5,0.9421999999999999,0.057800000000000074,2.7912286281907,0.00013426194,0.0003188812,1e-07,0.5,-1.2712216,-1.2548156,0.5016526,-2.7195635,0.71807957,0.22206476,0.35649696,0.125,0.5333333333333333,2.5021417,2.7297661,True,Left vs Right,Left,Right
SMIM10L1,0.981,0.019000000000000017,3.9441329642769505,4.4301498e-05,1.8404544e-05,1e-07,0.5,1.2699229,1.2688541,0.37322962,-0.06266594,2.7705908,0.14229724,0.052494433,0.125,0.2,1.3492198,0.36644477,True,Left vs Right,Left,Right
FAM98B,0.9464,0.05359999999999998,2.871116068586631,1.1752587e-05,2.8122637e-05,1e-07,0.5,-1.2660295,-1.2736115,0.4667584,-2.9725227,0.56330967,0.0,0.027230214,0.0,0.06666666666666667,0.0,0.1979209,True,Left vs Right,Left,Right
KIF1BP,0.9438,0.05620000000000003,2.820997355052179,1.5172708e-05,3.693749e-05,1e-07,0.5,-1.2635357,-1.2823939,0.4631307,-2.7138214,0.49949265,0.0,0.096211694,0.0,0.39999999999999997,0.0,0.6894251,True,Left vs Right,Left,Right
TRIM26,0.9348,0.06520000000000004,2.662872991055349,1.8295323e-05,4.4302167e-05,1e-07,0.5,-1.2594715,-1.294795,0.47379324,-2.658351,0.34866524,0.0,0.03994726,0.0,0.13333333333333333,0.0,0.2818665,True,Left vs Right,Left,Right
CCDC174,0.9682,0.03180000000000005,3.4159720835825462,4.0834773e-05,1.698506e-05,1e-07,0.5,1.2591311,1.2657537,0.41060564,-0.26222515,3.0289745,0.0,0.022023208,0.0,0.13333333333333333,0.0,0.15201548,True,Left vs Right,Left,Right
EDEM3,0.9372,0.06279999999999997,2.702941484593913,4.0531053e-05,9.8398225e-05,1e-07,0.5,-1.2577218,-1.2640338,0.47903183,-2.7645693,0.45507908,0.0,0.1700127,0.0,0.4666666666666666,0.0,1.268049,True,Left vs Right,Left,Right
KIAA1468,0.9269999999999999,0.07300000000000006,2.541493998218658,8.084516e-06,1.9815456e-05,1e-07,0.5,-1.2570481,-1.2645388,0.52712077,-2.9084167,0.9136276,0.0,0.0,0.0,0.0,0.0,0.0,True,Left vs Right,Left,Right
MED11,0.923,0.07699999999999996,2.4838236936132834,2.4805584e-05,1.0396323e-05,1e-07,0.5,1.254377,1.2642641,0.5218999,-0.92482376,2.8032684,0.0,0.014995832,0.0,0.06666666666666667,0.0,0.10899615,True,Left vs Right,Left,Right
MPHOSPH8,0.9792,0.02080000000000004,3.8517824544940904,0.0002079159,8.786119e-05,1e-07,0.5,1.2534873,1.2425561,0.3536131,-0.21124649,2.3754768,0.17995368,0.17333983,0.125,0.5333333333333333,1.7856636,1.3092444,True,Left vs Right,Left,Right
PAXIP1,0.9204,0.0796,2.447794150547582,1.3516639e-05,3.162505e-05,1e-07,0.5,-1.2533869,-1.2856922,0.51202756,-2.8493938,0.875885,0.0,0.061768167,0.0,0.26666666666666666,0.0,0.42987636,True,Left vs Right,Left,Right
ZFYVE26,0.9484,0.05159999999999998,2.911254498449377,4.7121093e-06,1.1233038e-05,1e-07,0.5,-1.2533582,-1.2484665,0.46807864,-3.2588358,0.28679657,0.0,0.012297726,0.0,0.06666666666666667,0.0,0.08841689,True,Left vs Right,Left,Right
PEG10,0.9144000000000001,0.0855999999999999,2.368582723446616,8.983113e-06,2.1694488e-05,1e-07,0.5,-1.2527009,-1.3530173,0.9767531,-4.7949085,3.9669924,0.0,0.010651365,0.0,0.06666666666666667,0.0,0.07528377,True,Left vs Right,Left,Right
DOK1,0.9622,0.037799999999999945,3.236912972482433,2.1180975e-05,8.975659e-06,1e-07,0.5,1.2526815,1.2573266,0.41126323,-0.49171543,2.7768784,0.0,0.011765333,0.0,0.06666666666666667,0.0,0.088609345,True,Left vs Right,Left,Right
DOLPP1,0.9192,0.08079999999999998,2.431526648124153,5.747906e-06,1.352987e-05,1e-07,0.5,-1.2500699,-1.2631245,0.5263543,-3.062725,0.5180111,0.0,0.011765333,0.0,0.06666666666666667,0.0,0.088609345,True,Left vs Right,Left,Right
RNASET2,0.9148000000000001,0.08519999999999994,2.373703921873823,0.0001233184,5.137555e-05,1e-07,0.5,1.2495044,1.250217,0.55683833,-1.1104727,3.319024,0.11989799,0.060960032,0.125,0.2,1.1897366,0.4646268,True,Left vs Right,Left,Right
PLCXD1,0.954,0.04600000000000004,3.03202206805009,3.6140918e-06,9.219522e-06,1e-07,0.5,-1.2484491,-1.4071369,1.0390823,-3.5072594,3.5437546,0.0,0.027997812,0.0,0.06666666666666667,0.0,0.19719702,True,Left vs Right,Left,Right
NEK9,0.9588,0.041200000000000014,3.1472440139160347,1.8498444e-05,4.4117365e-05,1e-07,0.5,-1.2482275,-1.2643757,0.40942678,-2.5606585,0.18103409,0.0,0.19657086,0.0,0.3333333333333333,0.0,2.4744468,True,Left vs Right,Left,Right
ACAD9,0.9632,0.036800000000000055,3.264762968022636,1.1211775e-05,2.6348474e-05,1e-07,0.5,-1.2437834,-1.2544174,0.40559056,-2.5409594,0.3576622,0.0,0.036382236,0.0,0.13333333333333333,0.0,0.25789002,True,Left vs Right,Left,Right
RBM12,0.9128,0.08720000000000006,2.3483123639093413,1.857235e-05,4.3923163e-05,1e-07,0.5,-1.243546,-1.2718372,0.5337871,-2.8611631,0.7368803,0.0,0.08444512,0.0,0.26666666666666666,0.0,0.65838253,True,Left vs Right,Left,Right
CCDC130,0.9354,0.06459999999999999,2.672759690395094,3.4542758e-05,1.4761145e-05,1e-07,0.5,1.2430574,1.2360039,0.48567984,-0.41825104,2.7906837,0.0,0.024312507,0.0,0.13333333333333333,0.0,0.1731876,True,Left vs Right,Left,Right
ENOSF1,0.9378,0.06220000000000003,2.713181556801915,1.8952114e-05,4.541063e-05,1e-07,0.5,-1.2405944,-1.2834735,0.45508784,-2.5699863,0.6939993,0.0,0.0732439,0.0,0.26666666666666666,0.0,0.5229417,True,Left vs Right,Left,Right
POFUT1,0.9432,0.05679999999999996,2.809741858041939,1.0473344e-05,2.4502006e-05,1e-07,0.5,-1.2371143,-1.2719588,0.44094133,-2.5448647,0.658597,0.0,0.052168176,0.0,0.26666666666666666,0.0,0.36752808,True,Left vs Right,Left,Right
